StudyHours,Attendance,Discussions,Motivation,AssignmentCompletion,ExamScore,FinalGrade
26,97,0,0,98,52,3
26,97,0,0,99,86,0
11,63,1,2,54,45,3
11,63,0,2,67,100,0
11,63,1,2,57,78,1
11,63,0,2,65,55,2
20,92,1,0,72,46,3
20,92,1,1,72,46,3
17,96,1,1,59,54,3
17,96,1,0,59,54,3
28,98,1,1,62,53,3
28,98,0,1,61,96,0
28,98,1,1,79,79,1
28,98,1,1,84,78,1
28,98,1,1,55,94,0
28,98,0,1,64,71,1
34,63,1,1,63,60,2
18,76,1,1,68,88,0
18,76,1,1,88,65,2
18,76,1,1,65,40,3
18,76,1,2,68,88,0
18,76,1,2,88,65,2
18,76,1,2,65,40,3
17,61,1,2,62,69,2
17,61,1,0,62,69,2
17,61,1,1,62,69,2
29,73,1,1,71,42,3
17,96,0,1,100,68,2
17,96,1,1,55,95,0
17,96,0,1,69,70,1
17,96,0,1,82,44,3
17,96,0,0,100,68,2
17,96,1,0,55,95,0
17,96,0,0,69,70,1
17,96,0,0,82,44,3
14,84,1,1,84,80,1
14,84,1,0,84,80,1
20,96,1,1,67,66,2
20,96,1,1,64,48,3
20,96,1,0,67,66,2
20,96,1,0,64,48,3
29,76,0,0,71,44,3
29,76,0,1,71,44,3
20,79,1,0,77,74,1
20,79,1,0,90,81,1
20,79,1,2,77,74,1
20,79,1,2,90,81,1
20,79,1,1,77,74,1
20,79,1,1,90,81,1
24,65,0,0,88,95,0
24,65,0,1,88,95,0
13,97,1,1,88,99,0
13,97,1,1,100,73,1
13,97,0,1,56,87,0
13,97,1,2,88,99,0
13,97,1,2,100,73,1
13,97,0,2,56,87,0
13,97,1,0,88,99,0
13,97,1,0,100,73,1
13,97,0,0,56,87,0
21,89,0,0,79,90,0
21,89,1,0,51,54,3
21,89,0,0,100,90,0
21,89,0,1,79,90,0
21,89,1,1,51,54,3
21,89,0,1,100,90,0
21,89,0,2,79,90,0
21,89,1,2,51,54,3
21,89,0,2,100,90,0
22,61,0,2,83,94,0
22,61,1,2,53,79,1
22,61,1,2,78,91,0
22,61,1,2,66,41,3
22,61,0,0,83,94,0
22,61,1,0,53,79,1
22,61,1,0,78,91,0
22,61,1,0,66,41,3
22,61,0,1,83,94,0
22,61,1,1,53,79,1
22,61,1,1,78,91,0
22,61,1,1,66,41,3
35,64,0,1,56,43,3
35,64,0,1,59,95,0
35,64,0,2,56,43,3
35,64,0,2,59,95,0
16,88,1,1,99,69,2
16,88,1,2,99,69,2
27,88,1,1,79,56,2
27,88,0,1,70,44,3
27,88,1,0,79,56,2
27,88,0,0,70,44,3
29,80,0,1,100,44,3
23,78,0,0,67,84,1
23,78,0,1,67,84,1
23,78,0,2,67,84,1
17,68,1,2,52,74,1
17,68,1,2,69,45,3
17,68,1,1,52,74,1
17,68,1,1,69,45,3
11,85,1,0,78,90,0
11,85,1,0,60,44,3
11,85,1,2,78,90,0
11,85,1,2,60,44,3
11,85,1,1,78,90,0
11,85,1,1,60,44,3
29,70,0,0,99,68,2
29,70,0,2,99,68,2
16,91,1,2,84,63,2
16,91,0,2,60,59,2
16,91,1,2,92,56,2
16,91,1,2,100,57,2
16,91,1,2,57,55,2
16,91,1,1,84,63,2
16,91,0,1,60,59,2
16,91,1,1,92,56,2
16,91,1,1,100,57,2
16,91,1,1,57,55,2
16,91,1,0,84,63,2
16,91,0,0,60,59,2
16,91,1,0,92,56,2
16,91,1,0,100,57,2
16,91,1,0,57,55,2
18,73,1,0,67,76,1
18,73,1,0,53,64,2
18,73,1,0,80,62,2
18,73,0,0,52,65,2
18,73,1,1,67,76,1
18,73,1,1,53,64,2
18,73,1,1,80,62,2
18,73,0,1,52,65,2
22,70,0,1,66,83,1
22,70,1,1,86,47,3
22,70,0,2,66,83,1
22,70,1,2,86,47,3
22,70,0,0,66,83,1
22,70,1,0,86,47,3
22,67,1,0,79,53,3
22,67,0,0,62,56,2
22,67,1,1,79,53,3
22,67,0,1,62,56,2
22,67,1,2,79,53,3
22,67,0,2,62,56,2
32,65,0,0,97,74,1
32,65,1,0,61,90,0
32,65,0,1,97,74,1
32,65,1,1,61,90,0
12,87,1,0,98,73,1
12,87,1,0,59,83,1
16,85,1,2,68,42,3
16,85,1,2,100,42,3
16,85,0,2,72,74,1
16,85,1,2,71,70,1
16,85,1,0,68,42,3
16,85,1,0,100,42,3
16,85,0,0,72,74,1
16,85,1,0,71,70,1
31,62,0,1,56,45,3
21,71,1,1,59,74,1
21,71,1,1,92,97,0
21,71,1,0,59,74,1
21,71,1,0,92,97,0
21,71,1,2,59,74,1
21,71,1,2,92,97,0
35,72,1,1,92,85,0
35,72,1,1,71,54,3
17,81,1,1,89,64,2
17,81,1,1,71,52,3
17,81,1,0,89,64,2
17,81,1,0,71,52,3
17,81,1,2,89,64,2
17,81,1,2,71,52,3
17,87,1,1,63,48,3
17,87,1,0,63,48,3
17,87,1,2,63,48,3
24,89,0,1,61,71,1
24,89,0,0,61,71,1
24,89,0,2,61,71,1
31,73,1,1,87,97,0
24,72,1,1,67,64,2
24,72,1,2,67,64,2
24,72,1,0,67,64,2
18,82,0,0,70,79,1
18,82,1,0,75,42,3
18,82,0,1,70,79,1
18,82,1,1,75,42,3
18,82,0,2,70,79,1
18,82,1,2,75,42,3
24,61,0,2,80,74,1
24,61,0,2,79,47,3
24,61,1,2,92,90,0
24,61,0,1,80,74,1
24,61,0,1,79,47,3
24,61,1,1,92,90,0
27,63,1,1,85,56,2
27,63,1,0,85,56,2
26,89,1,0,67,74,1
26,89,1,0,80,62,2
26,89,1,0,76,75,1
26,89,1,2,67,74,1
26,89,1,2,80,62,2
26,89,1,2,76,75,1
27,64,1,1,53,41,3
27,64,1,1,99,91,0
27,64,1,2,53,41,3
27,64,1,2,99,91,0
21,93,1,1,54,66,2
21,93,0,1,95,53,3
21,93,1,0,54,66,2
21,93,0,0,95,53,3
15,69,1,1,66,46,3
15,69,1,1,80,81,1
15,69,0,1,86,74,1
15,69,1,1,73,93,0
15,69,1,1,65,46,3
15,69,0,1,51,82,1
15,69,1,2,66,46,3
15,69,1,2,80,81,1
15,69,0,2,86,74,1
15,69,1,2,73,93,0
15,69,1,2,65,46,3
15,69,0,2,51,82,1
15,69,1,0,66,46,3
15,69,1,0,80,81,1
15,69,0,0,86,74,1
15,69,1,0,73,93,0
15,69,1,0,65,46,3
15,69,0,0,51,82,1
18,82,0,0,75,75,1
18,82,0,1,75,75,1
18,82,0,2,75,75,1
20,82,0,1,75,64,2
20,82,0,0,75,64,2
28,83,0,1,76,86,0
28,83,1,1,64,98,0
12,95,1,2,91,54,3
12,95,1,2,90,60,2
12,95,1,1,91,54,3
12,95,1,1,90,60,2
24,92,0,0,78,49,3
24,92,0,0,97,52,3
24,92,0,0,81,87,0
24,92,0,1,78,49,3
24,92,0,1,97,52,3
24,92,0,1,81,87,0
24,92,0,2,78,49,3
24,92,0,2,97,52,3
24,92,0,2,81,87,0
33,64,1,1,90,87,0
33,64,0,1,77,83,1
18,71,1,0,63,63,2
18,71,0,0,68,79,1
18,71,1,1,63,63,2
18,71,0,1,68,79,1
19,90,1,2,100,72,1
19,90,1,2,58,76,1
19,90,1,1,100,72,1
19,90,1,1,58,76,1
19,90,1,0,100,72,1
19,90,1,0,58,76,1
24,70,0,1,69,75,1
24,70,0,0,69,75,1
24,70,0,2,69,75,1
17,67,1,2,79,68,2
17,67,1,1,79,68,2
14,74,0,2,89,61,2
14,74,1,2,73,63,2
14,74,0,0,89,61,2
14,74,1,0,73,63,2
16,75,0,1,81,75,1
16,75,1,1,54,88,0
16,75,0,1,76,51,3
16,75,0,2,81,75,1
16,75,1,2,54,88,0
16,75,0,2,76,51,3
27,82,1,0,93,79,1
27,82,0,0,61,68,2
27,82,0,0,90,44,3
27,82,1,0,83,62,2
11,64,1,0,53,82,1
11,64,1,0,83,69,2
11,64,0,0,97,82,1
11,64,1,2,53,82,1
11,64,1,2,83,69,2
11,64,0,2,97,82,1
11,64,1,1,53,82,1
11,64,1,1,83,69,2
11,64,0,1,97,82,1
29,86,0,1,79,71,1
29,86,1,1,86,62,2
29,86,1,1,87,99,0
29,86,1,1,87,66,2
29,86,1,1,72,84,1
29,86,1,1,84,45,3
29,86,0,0,79,71,1
29,86,1,0,86,62,2
29,86,1,0,87,99,0
29,86,1,0,87,66,2
29,86,1,0,72,84,1
29,86,1,0,84,45,3
31,95,0,1,61,44,3
7,77,1,1,82,41,3
7,77,0,1,74,70,1
23,67,1,0,69,93,0
23,67,1,0,55,100,0
23,67,0,0,85,90,0
23,67,1,1,69,93,0
23,67,1,1,55,100,0
23,67,0,1,85,90,0
23,67,1,2,69,93,0
23,67,1,2,55,100,0
23,67,0,2,85,90,0
17,98,0,2,80,92,0
17,98,1,2,76,84,1
17,98,0,1,80,92,0
17,98,1,1,76,84,1
17,98,0,0,80,92,0
17,98,1,0,76,84,1
14,90,0,1,91,63,2
14,90,0,1,62,66,2
24,78,0,0,50,52,3
24,78,0,2,50,52,3
31,75,0,0,98,41,3
31,75,1,0,94,48,3
16,99,1,2,96,57,2
16,99,1,2,93,64,2
16,99,1,2,81,73,1
16,99,1,1,96,57,2
16,99,1,1,93,64,2
16,99,1,1,81,73,1
19,87,1,0,77,79,1
19,87,1,0,88,94,0
19,87,1,1,77,79,1
19,87,1,1,88,94,0
22,82,0,1,89,44,3
22,82,1,1,59,91,0
22,82,0,2,89,44,3
22,82,1,2,59,91,0
22,82,0,0,89,44,3
22,82,1,0,59,91,0
12,94,1,0,79,81,1
12,94,1,1,79,81,1
29,90,0,1,99,61,2
29,90,1,1,55,62,2
29,90,0,0,99,61,2
29,90,1,0,55,62,2
22,90,1,2,92,46,3
22,90,0,2,69,55,2
22,90,1,2,98,75,1
22,90,1,2,92,52,3
22,90,1,0,92,46,3
22,90,0,0,69,55,2
22,90,1,0,98,75,1
22,90,1,0,92,52,3
22,90,1,1,92,46,3
22,90,0,1,69,55,2
22,90,1,1,98,75,1
22,90,1,1,92,52,3
23,94,1,1,84,63,2
23,94,1,2,84,63,2
28,74,1,1,94,78,1
28,74,1,1,85,91,0
28,74,0,1,94,45,3
28,74,1,2,94,78,1
28,74,1,2,85,91,0
28,74,0,2,94,45,3
19,63,1,1,55,67,2
19,63,1,1,70,44,3
19,63,0,1,54,86,0
19,63,0,1,65,54,3
19,63,1,0,55,67,2
19,63,1,0,70,44,3
19,63,0,0,54,86,0
19,63,0,0,65,54,3
16,93,0,1,64,40,3
16,93,0,0,64,40,3
16,93,0,2,64,40,3
31,67,1,2,83,61,2
11,87,0,2,82,86,0
11,87,0,2,100,50,3
21,81,1,1,64,98,0
21,81,1,1,95,82,1
21,81,1,1,74,84,1
21,81,1,2,64,98,0
21,81,1,2,95,82,1
21,81,1,2,74,84,1
16,68,1,2,61,60,2
16,68,1,1,61,60,2
9,80,1,0,75,78,1
9,80,0,0,100,81,1
9,80,0,0,71,93,0
5,92,1,1,54,44,3
10,92,0,0,76,56,2
10,92,0,2,76,56,2
25,83,1,1,93,56,2
25,83,1,0,93,56,2
25,83,1,2,93,56,2
25,91,0,1,92,88,0
25,91,0,1,59,67,2
25,91,1,1,66,62,2
25,91,0,0,92,88,0
25,91,0,0,59,67,2
25,91,1,0,66,62,2
23,68,1,1,77,95,0
23,68,1,0,77,95,0
29,88,1,0,59,54,3
25,76,1,0,73,90,0
25,76,1,1,73,90,0
25,76,1,2,73,90,0
8,72,0,1,72,85,0
8,72,1,1,68,54,3
8,72,1,1,60,43,3
8,72,0,1,90,79,1
8,72,1,1,81,98,0
19,83,0,2,66,86,0
19,83,1,2,91,78,1
19,83,0,1,66,86,0
19,83,1,1,91,78,1
18,95,0,1,76,94,0
18,95,1,1,63,51,3
18,95,1,1,66,53,3
18,95,0,0,76,94,0
18,95,1,0,63,51,3
18,95,1,0,66,53,3
18,95,0,2,76,94,0
18,95,1,2,63,51,3
18,95,1,2,66,53,3
31,96,0,0,73,77,1
31,96,1,0,59,69,2
31,96,0,2,73,77,1
31,96,1,2,59,69,2
31,96,0,1,73,77,1
31,96,1,1,59,69,2
28,98,1,1,87,64,2
26,100,1,0,84,80,1
26,100,0,0,97,45,3
26,100,1,2,84,80,1
26,100,0,2,97,45,3
20,69,1,0,99,57,2
20,69,1,0,65,41,3
20,69,1,1,99,57,2
20,69,1,1,65,41,3
20,69,1,2,99,57,2
20,69,1,2,65,41,3
16,89,0,1,52,89,0
16,89,0,1,82,42,3
16,89,1,1,83,69,2
16,89,0,2,52,89,0
16,89,0,2,82,42,3
16,89,1,2,83,69,2
16,89,0,0,52,89,0
16,89,0,0,82,42,3
16,89,1,0,83,69,2
22,60,1,0,69,88,0
22,60,1,1,69,88,0
25,60,1,0,83,76,1
16,72,1,0,79,88,0
16,72,1,0,82,73,1
16,72,0,0,67,56,2
16,72,1,0,85,52,3
16,72,1,2,79,88,0
16,72,1,2,82,73,1
16,72,0,2,67,56,2
16,72,1,2,85,52,3
16,72,1,1,79,88,0
16,72,1,1,82,73,1
16,72,0,1,67,56,2
16,72,1,1,85,52,3
30,67,1,2,70,96,0
30,67,0,2,75,87,0
30,67,1,2,65,77,1
30,67,1,2,50,75,1
30,67,0,2,88,69,2
16,69,1,1,77,85,0
23,66,0,1,67,43,3
23,66,0,1,67,58,2
23,66,0,2,67,43,3
23,66,0,2,67,58,2
33,64,1,0,82,100,0
33,64,1,1,82,100,0
30,79,1,1,64,69,2
30,79,1,1,65,84,1
23,63,0,0,96,44,3
23,63,0,2,96,44,3
23,63,0,1,96,44,3
24,81,1,1,58,83,1
24,81,0,1,64,62,2
24,81,0,1,98,55,2
24,81,1,0,58,83,1
24,81,0,0,64,62,2
24,81,0,0,98,55,2
24,81,1,2,58,83,1
24,81,0,2,64,62,2
24,81,0,2,98,55,2
18,97,0,0,72,73,1
18,97,1,0,75,53,3
18,97,0,1,72,73,1
18,97,1,1,75,53,3
10,82,0,0,57,69,2
10,82,0,0,66,76,1
29,91,0,1,66,75,1
29,91,0,0,66,75,1
13,71,0,0,56,96,0
13,71,0,0,57,51,3
13,71,0,1,56,96,0
13,71,0,1,57,51,3
26,93,0,1,98,90,0
26,93,1,1,79,94,0
30,93,1,1,73,99,0
25,72,0,1,73,57,2
25,72,1,1,81,56,2
25,72,0,0,73,57,2
25,72,1,0,81,56,2
25,72,0,2,73,57,2
25,72,1,2,81,56,2
11,69,1,1,76,97,0
11,69,1,0,76,97,0
29,60,1,1,99,68,2
29,60,0,1,55,42,3
23,70,1,2,87,44,3
23,70,0,2,72,90,0
23,70,1,1,87,44,3
23,70,0,1,72,90,0
23,70,1,0,87,44,3
23,70,0,0,72,90,0
22,75,1,1,89,89,0
22,75,1,2,89,89,0
16,62,0,2,56,52,3
16,62,1,2,63,56,2
16,62,0,1,56,52,3
16,62,1,1,63,56,2
16,62,0,0,56,52,3
16,62,1,0,63,56,2
20,99,1,1,62,90,0
20,99,1,1,61,97,0
20,99,1,0,62,90,0
20,99,1,0,61,97,0
27,89,1,1,74,96,0
27,89,0,1,97,51,3
23,73,1,1,96,86,0
23,73,0,1,96,82,1
23,73,1,1,58,93,0
23,73,1,1,92,65,2
23,73,1,0,96,86,0
23,73,0,0,96,82,1
23,73,1,0,58,93,0
23,73,1,0,92,65,2
23,73,1,2,96,86,0
23,73,0,2,96,82,1
23,73,1,2,58,93,0
23,73,1,2,92,65,2
25,78,0,1,86,68,2
25,78,1,1,86,74,1
27,95,0,0,99,95,0
27,95,1,0,62,58,2
27,95,1,0,77,84,1
27,95,0,0,66,72,1
20,87,1,1,57,52,3
20,87,1,0,57,52,3
20,87,1,2,57,52,3
12,79,1,1,69,83,1
12,79,1,1,94,50,3
12,79,1,0,69,83,1
12,79,1,0,94,50,3
11,97,1,0,75,62,2
11,97,1,0,52,83,1
11,97,0,0,85,73,1
11,97,1,0,62,80,1
11,97,1,1,75,62,2
11,97,1,1,52,83,1
11,97,0,1,85,73,1
11,97,1,1,62,80,1
11,97,1,2,75,62,2
11,97,1,2,52,83,1
11,97,0,2,85,73,1
11,97,1,2,62,80,1
29,80,1,2,52,51,3
29,80,0,2,69,89,0
18,88,1,0,89,90,0
18,88,1,0,96,45,3
18,88,1,1,89,90,0
18,88,1,1,96,45,3
23,93,1,2,56,66,2
23,93,1,1,56,66,2
23,93,1,0,56,66,2
26,99,0,2,65,68,2
26,99,1,2,93,77,1
21,95,0,1,53,90,0
21,95,0,1,60,88,0
18,71,0,1,83,56,2
18,71,0,1,67,54,3
18,71,0,2,83,56,2
18,71,0,2,67,54,3
18,71,0,0,83,56,2
18,71,0,0,67,54,3
20,64,0,1,82,45,3
20,64,0,2,82,45,3
24,85,1,1,95,47,3
24,85,1,1,100,64,2
24,85,1,2,95,47,3
24,85,1,2,100,64,2
24,85,1,0,95,47,3
24,85,1,0,100,64,2
20,85,1,1,89,95,0
20,85,1,1,84,42,3
8,67,1,0,68,55,2
8,67,1,0,72,44,3
25,64,1,0,87,46,3
25,64,1,0,94,84,1
25,64,0,0,85,63,2
25,64,0,0,98,88,0
25,64,1,0,58,55,2
25,64,0,0,60,99,0
25,64,1,0,71,40,3
33,74,1,1,87,52,3
24,80,1,1,98,50,3
24,80,0,1,51,43,3
24,80,1,1,96,59,2
24,80,0,1,71,96,0
24,80,0,1,88,84,1
24,80,1,2,98,50,3
24,80,0,2,51,43,3
24,80,1,2,96,59,2
24,80,0,2,71,96,0
24,80,0,2,88,84,1
24,80,1,0,98,50,3
24,80,0,0,51,43,3
24,80,1,0,96,59,2
24,80,0,0,71,96,0
24,80,0,0,88,84,1
14,77,0,1,68,92,0
14,77,1,1,77,97,0
14,77,1,1,67,69,2
14,77,0,0,68,92,0
14,77,1,0,77,97,0
14,77,1,0,67,69,2
16,98,1,1,79,59,2
16,98,0,1,63,43,3
16,98,0,1,73,80,1
16,98,0,1,65,67,2
16,98,1,1,84,99,0
16,98,1,0,79,59,2
16,98,0,0,63,43,3
16,98,0,0,73,80,1
16,98,0,0,65,67,2
16,98,1,0,84,99,0
31,69,0,1,55,85,0
31,69,0,1,98,64,2
31,69,0,0,55,85,0
31,69,0,0,98,64,2
19,81,0,0,85,57,2
19,81,1,0,76,74,1
19,81,0,1,85,57,2
19,81,1,1,76,74,1
21,89,0,0,86,40,3
21,89,0,1,86,40,3
23,97,0,1,86,77,1
23,97,0,1,55,76,1
23,97,0,1,60,99,0
23,97,0,0,86,77,1
23,97,0,0,55,76,1
23,97,0,0,60,99,0
23,97,0,2,86,77,1
23,97,0,2,55,76,1
23,97,0,2,60,99,0
21,75,1,0,100,55,2
21,75,1,0,56,56,2
21,75,1,0,86,56,2
21,75,0,0,69,49,3
21,75,1,0,50,90,0
21,75,1,1,100,55,2
21,75,1,1,56,56,2
21,75,1,1,86,56,2
21,75,0,1,69,49,3
21,75,1,1,50,90,0
21,75,1,2,100,55,2
21,75,1,2,56,56,2
21,75,1,2,86,56,2
21,75,0,2,69,49,3
21,75,1,2,50,90,0
34,64,0,2,85,74,1
21,72,1,0,94,61,2
21,72,0,0,84,89,0
26,66,1,1,66,47,3
26,66,0,1,57,88,0
26,66,0,1,90,83,1
26,66,1,2,66,47,3
26,66,0,2,57,88,0
26,66,0,2,90,83,1
27,82,0,0,55,88,0
27,82,1,0,69,44,3
27,82,1,0,73,47,3
27,82,0,0,62,56,2
27,82,0,2,55,88,0
27,82,1,2,69,44,3
27,82,1,2,73,47,3
27,82,0,2,62,56,2
27,82,0,1,55,88,0
27,82,1,1,69,44,3
27,82,1,1,73,47,3
27,82,0,1,62,56,2
27,81,1,1,95,99,0
27,81,1,1,59,98,0
27,81,0,1,89,94,0
27,81,1,0,95,99,0
27,81,1,0,59,98,0
27,81,0,0,89,94,0
13,88,1,0,95,82,1
13,88,1,1,95,82,1
13,88,1,2,95,82,1
30,85,1,0,76,83,1
30,85,1,0,57,72,1
30,85,1,0,72,73,1
30,85,1,0,99,92,0
30,85,1,0,53,52,3
30,85,1,2,76,83,1
30,85,1,2,57,72,1
30,85,1,2,72,73,1
30,85,1,2,99,92,0
30,85,1,2,53,52,3
30,85,1,1,76,83,1
30,85,1,1,57,72,1
30,85,1,1,72,73,1
30,85,1,1,99,92,0
30,85,1,1,53,52,3
13,68,0,1,78,60,2
13,68,0,1,88,54,3
13,68,0,1,93,90,0
30,98,1,2,60,44,3
30,98,1,1,60,44,3
23,87,1,1,62,66,2
23,87,1,1,81,53,3
23,87,1,0,62,66,2
23,87,1,0,81,53,3
23,87,1,2,62,66,2
23,87,1,2,81,53,3
26,78,0,0,53,73,1
26,78,1,0,65,48,3
26,78,0,0,59,71,1
26,78,0,0,78,66,2
26,78,0,1,53,73,1
26,78,1,1,65,48,3
26,78,0,1,59,71,1
26,78,0,1,78,66,2
27,96,0,0,89,46,3
27,96,0,1,89,46,3
13,64,1,1,72,92,0
13,64,1,0,72,92,0
13,64,1,2,72,92,0
18,63,1,1,85,87,0
18,63,1,1,93,54,3
18,63,1,0,85,87,0
18,63,1,0,93,54,3
28,97,1,0,98,71,1
19,75,0,2,57,45,3
19,75,0,2,57,48,3
19,75,0,0,57,45,3
19,75,0,0,57,48,3
20,78,1,0,93,67,2
20,78,1,0,51,57,2
20,78,0,0,51,88,0
20,78,1,1,93,67,2
20,78,1,1,51,57,2
20,78,0,1,51,88,0
20,78,1,2,93,67,2
20,78,1,2,51,57,2
20,78,0,2,51,88,0
13,85,1,1,75,82,1
13,85,1,1,75,53,3
13,85,1,2,75,82,1
13,85,1,2,75,53,3
30,61,1,0,75,63,2
14,67,1,0,89,73,1
14,67,0,0,91,77,1
14,67,1,0,78,77,1
14,67,1,0,75,86,0
14,67,1,0,78,82,1
14,67,1,1,89,73,1
14,67,0,1,91,77,1
14,67,1,1,78,77,1
14,67,1,1,75,86,0
14,67,1,1,78,82,1
7,74,1,2,61,52,3
16,74,1,2,72,93,0
16,74,1,2,59,46,3
16,74,1,0,72,93,0
16,74,1,0,59,46,3
16,74,1,1,72,93,0
16,74,1,1,59,46,3
12,79,0,1,50,67,2
12,79,0,2,50,67,2
12,79,0,0,50,67,2
30,73,0,1,64,94,0
30,73,1,1,65,91,0
30,73,1,1,65,79,1
30,73,1,1,74,89,0
30,73,1,1,89,73,1
30,73,0,0,64,94,0
30,73,1,0,65,91,0
30,73,1,0,65,79,1
30,73,1,0,74,89,0
30,73,1,0,89,73,1
26,64,1,0,52,87,0
26,64,1,0,53,84,1
26,64,1,2,52,87,0
26,64,1,2,53,84,1
26,64,1,1,52,87,0
26,64,1,1,53,84,1
16,66,0,0,57,70,1
16,66,0,0,82,81,1
16,66,1,0,66,64,2
16,66,0,1,57,70,1
16,66,0,1,82,81,1
16,66,1,1,66,64,2
16,66,0,2,57,70,1
16,66,0,2,82,81,1
16,66,1,2,66,64,2
34,61,1,1,97,80,1
34,61,0,1,53,60,2
34,61,1,1,69,52,3
34,61,1,1,51,64,2
34,61,1,2,97,80,1
34,61,0,2,53,60,2
34,61,1,2,69,52,3
34,61,1,2,51,64,2
26,79,1,1,93,47,3
26,79,1,1,90,75,1
26,79,0,1,89,76,1
26,79,0,1,55,83,1
26,79,1,0,93,47,3
26,79,1,0,90,75,1
26,79,0,0,89,76,1
26,79,0,0,55,83,1
18,98,1,1,72,48,3
18,98,1,0,72,48,3
5,65,0,0,62,100,0
5,65,1,0,55,83,1
5,65,1,0,90,40,3
5,65,0,1,62,100,0
5,65,1,1,55,83,1
5,65,1,1,90,40,3
34,98,1,1,64,44,3
34,98,1,1,53,48,3
34,98,1,1,82,50,3
12,89,0,1,65,42,3
12,89,1,1,93,92,0
12,89,1,1,88,96,0
12,89,0,1,58,41,3
12,89,1,1,55,83,1
12,89,0,0,65,42,3
12,89,1,0,93,92,0
12,89,1,0,88,96,0
12,89,0,0,58,41,3
12,89,1,0,55,83,1
10,85,1,0,59,68,2
10,85,1,2,59,68,2
26,86,1,1,91,91,0
26,86,1,0,91,91,0
35,93,0,1,88,84,1
35,93,1,1,62,96,0
28,64,1,0,80,79,1
28,64,1,0,100,64,2
28,64,0,0,63,60,2
28,64,1,1,80,79,1
28,64,1,1,100,64,2
28,64,0,1,63,60,2
24,88,1,0,96,61,2
24,88,0,0,66,99,0
24,88,1,0,62,45,3
24,88,1,0,61,65,2
24,88,1,1,96,61,2
24,88,0,1,66,99,0
24,88,1,1,62,45,3
24,88,1,1,61,65,2
15,75,0,2,56,87,0
15,75,0,0,56,87,0
15,75,0,1,56,87,0
18,74,1,2,84,60,2
18,74,1,2,77,55,2
18,74,0,2,53,82,1
18,74,0,2,85,53,3
18,74,0,2,52,48,3
18,74,1,1,84,60,2
18,74,1,1,77,55,2
18,74,0,1,53,82,1
18,74,0,1,85,53,3
18,74,0,1,52,48,3
10,85,1,0,55,85,0
10,85,1,1,55,85,0
26,62,1,1,70,53,3
26,62,1,1,82,97,0
11,62,1,2,58,73,1
11,62,0,2,80,53,3
11,62,0,2,50,46,3
11,62,0,2,86,45,3
14,75,1,0,88,68,2
14,75,1,1,88,68,2
26,73,1,2,92,41,3
26,73,0,2,89,86,0
26,73,1,0,92,41,3
26,73,0,0,89,86,0
26,73,1,1,92,41,3
26,73,0,1,89,86,0
19,90,1,0,64,74,1
19,90,1,1,64,74,1
19,90,1,2,64,74,1
23,62,1,2,84,83,1
23,62,1,2,72,45,3
23,62,1,1,84,83,1
23,62,1,1,72,45,3
23,62,1,0,84,83,1
23,62,1,0,72,45,3
14,69,1,2,97,63,2
14,69,0,2,61,49,3
14,69,1,0,97,63,2
14,69,0,0,61,49,3
14,69,1,1,97,63,2
14,69,0,1,61,49,3
22,65,1,2,66,69,2
22,65,1,2,86,48,3
22,65,1,1,66,69,2
22,65,1,1,86,48,3
22,65,1,0,66,69,2
22,65,1,0,86,48,3
10,98,1,1,83,89,0
10,98,0,1,50,100,0
10,98,0,1,71,87,0
10,98,1,1,81,42,3
10,98,0,1,95,61,2
10,98,1,0,83,89,0
10,98,0,0,50,100,0
10,98,0,0,71,87,0
10,98,1,0,81,42,3
10,98,0,0,95,61,2
20,67,1,2,72,43,3
20,67,1,2,81,63,2
20,67,1,2,91,69,2
20,67,0,2,86,57,2
20,67,1,0,72,43,3
20,67,1,0,81,63,2
20,67,1,0,91,69,2
20,67,0,0,86,57,2
23,76,1,2,54,66,2
23,76,1,2,61,71,1
23,76,1,1,54,66,2
23,76,1,1,61,71,1
23,76,1,0,54,66,2
23,76,1,0,61,71,1
28,92,0,1,66,69,2
28,92,0,1,61,59,2
28,92,0,0,66,69,2
28,92,0,0,61,59,2
21,90,1,2,99,41,3
21,90,1,0,99,41,3
21,90,1,1,99,41,3
20,75,0,1,72,55,2
20,75,0,1,90,96,0
20,75,0,2,72,55,2
20,75,0,2,90,96,0
16,80,1,0,89,98,0
16,80,1,0,94,89,0
16,80,1,0,59,52,3
12,70,1,1,95,40,3
12,70,1,1,56,47,3
12,70,1,0,95,40,3
12,70,1,0,56,47,3
12,70,1,2,95,40,3
12,70,1,2,56,47,3
30,76,0,0,50,94,0
30,76,0,0,68,95,0
30,76,1,0,61,40,3
30,76,1,0,51,90,0
30,76,0,0,51,59,2
30,76,1,0,91,98,0
13,61,1,0,99,72,1
13,61,0,0,55,69,2
13,61,1,2,99,72,1
13,61,0,2,55,69,2
13,61,1,1,99,72,1
13,61,0,1,55,69,2
25,62,1,0,79,77,1
25,62,0,0,56,74,1
25,62,1,0,69,78,1
25,62,1,1,79,77,1
25,62,0,1,56,74,1
25,62,1,1,69,78,1
25,62,1,2,79,77,1
25,62,0,2,56,74,1
25,62,1,2,69,78,1
18,86,0,0,59,64,2
18,86,0,0,62,84,1
18,86,0,1,59,64,2
18,86,0,1,62,84,1
18,86,0,2,59,64,2
18,86,0,2,62,84,1
27,91,0,1,63,62,2
27,91,0,1,98,97,0
